Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
55,Travel_Rarely,Sales,26,4,Technical Degree,3,Female,Laboratory Technician,1,Married,4901,1,Yes,24,2,36,0,1,10,1,4,2,No
31,Travel_Rarely,Sales,9,2,Technical Degree,1,Female,Manufacturing Director,1,Married,6414,4,Yes,13,3,12,3,2,10,0,9,9,No
23,Travel_Rarely,Sales,26,4,Life Sciences,2,Female,Sales Executive,4,Married,2494,3,No,15,3,4,5,4,4,5,2,3,No
18,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,Manufacturing Director,1,Divorced,3389,4,No,15,1,0,4,2,2,6,5,7,No
38,Non-Travel,Research & Development,29,2,Other,4,Female,Sales Executive,2,Married,3707,2,No,16,2,18,1,4,10,8,0,7,No
40,Travel_Rarely,Research & Development,12,3,Medical,1,Female,Laboratory Technician,4,Divorced,3684,2,No,13,0,22,6,4,1,4,2,2,No
28,Travel_Rarely,Research & Development,8,2,Other,4,Male,Research Scientist,3,Divorced,3375,5,No,17,3,7,2,3,5,6,2,0,No
36,Travel_Rarely,Research & Development,10,3,Medical,1,Female,Sales Executive,3,Single,2492,4,No,11,3,17,3,3,6,5,7,4,No
33,Travel_Rarely,Research & Development,11,3,Life Sciences,2,Male,Sales Executive,4,Single,2239,3,No,24,0,12,2,1,8,5,6,10,No
19,Travel_Rarely,Research & Development,18,1,Life Sciences,3,Male,Research Scientist,2,Married,4551,6,No,22,3,0,5,4,11,2,9,7,No
56,Travel_Frequently,Sales,23,3,Life Sciences,4,Female,Healthcare Representative,4,Married,5000,2,No,12,3,35,4,2,10,5,9,1,No
47,Non-Travel,Research & Development,20,1,Medical,2,Female,Sales Representative,1,Single,1933,2,Yes,18,3,27,4,1,8,3,6,0,Yes
56,Non-Travel,Sales,18,3,Life Sciences,3,Female,Research Scientist,3,Married,6287,2,No,11,3,36,3,2,9,2,7,2,No
37,Travel_Rarely,Research & Development,5,3,Marketing,2,Male,Healthcare Representative,2,Married,4566,3,No,22,2,17,3,2,4,2,5,0,No
52,Non-Travel,Sales,9,1,Technical Degree,4,Female,Research Director,4,Single,9138,2,No,24,0,33,3,2,12,8,4,1,No
27,Travel_Rarely,Research & Development,21,2,Technical Degree,4,Female,Laboratory Technician,3,Divorced,3194,5,Yes,23,1,7,0,3,5,6,6,6,No
43,Non-Travel,Research & Development,10,3,Life Sciences,1,Male,Laboratory Technician,4,Divorced,5153,2,No,21,1,23,6,4,6,0,8,10,Yes
38,Travel_Rarely,Research & Development,22,3,Medical,2,Male,Research Scientist,2,Single,5822,0,Yes,10,2,16,4,2,9,8,5,0,Yes
41,Non-Travel,Human Resources,11,4,Medical,4,Female,Healthcare Representative,1,Married,4493,3,No,22,0,22,2,3,14,3,6,1,No
30,Travel_Rarely,Research & Development,25,1,Technical Degree,3,Male,Research Scientist,4,Married,7721,4,No,12,3,8,4,2,6,9,3,7,No
33,Travel_Rarely,Research & Development,9,3,Marketing,4,Female,Manufacturing Director,3,Married,5461,3,Yes,14,0,15,5,2,1,0,5,4,No
44,Travel_Frequently,Sales,15,4,Technical Degree,4,Female,Laboratory Technician,4,Single,3470,3,No,21,2,22,4,3,6,4,4,8,No
54,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,Laboratory Technician,4,Married,7501,2,Yes,15,3,32,4,3,6,4,4,8,No
39,Travel_Rarely,Research & Development,20,2,Life Sciences,4,Male,Laboratory Technician,1,Single,4949,2,No,12,0,21,2,3,10,8,4,8,No
55,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Female,Manager,4,Married,2893,3,No,14,0,34,2,3,10,1,3,10,No
56,Travel_Rarely,Research & Development,7,3,Other,3,Female,Research Scientist,2,Married,4636,1,No,22,0,35,5,2,11,2,7,9,No
35,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,Healthcare Representative,3,Married,12295,4,No,16,2,17,6,1,8,2,0,10,No
46,Non-Travel,Sales,2,3,Other,2,Female,Sales Executive,4,Married,8000,3,No,13,3,24,3,3,7,2,7,7,No
23,Travel_Rarely,Sales,15,1,Life Sciences,3,Female,Research Scientist,1,Married,4594,2,No,23,1,2,6,1,14,3,0,9,No
30,Travel_Rarely,Sales,1,1,Technical Degree,3,Female,Manager,4,Married,5679,0,Yes,13,1,11,0,4,3,3,3,5,No
31,Travel_Rarely,Research & Development,22,2,Technical Degree,1,Male,Research Director,1,Married,2710,2,No,12,3,9,6,1,5,8,5,5,No
18,Travel_Rarely,Research & Development,11,4,Life Sciences,1,Male,Research Director,1,Married,3092,4,No,18,2,0,5,1,4,3,5,10,No
55,Travel_Rarely,Sales,14,4,Medical,4,Female,Laboratory Technician,4,Married,3612,4,No,13,1,36,6,4,10,9,1,9,No
19,Non-Travel,Sales,14,1,Life Sciences,3,Male,Manager,1,Married,7429,5,No,25,0,0,4,3,15,4,2,2,No
26,Non-Travel,Sales,23,4,Technical Degree,2,Female,Sales Executive,3,Divorced,4934,0,No,13,0,6,6,2,7,10,6,0,No
57,Non-Travel,Sales,27,4,Life Sciences,1,Female,Sales Representative,3,Married,7057,5,No,14,3,35,6,1,2,6,9,10,No
47,Non-Travel,Research & Development,26,4,Life Sciences,3,Female,Research Scientist,1,Married,4409,5,No,15,2,27,6,3,10,8,7,6,No
22,Travel_Rarely,Sales,22,3,Medical,2,Female,Healthcare Representative,4,Divorced,8217,2,Yes,24,0,1,1,2,3,5,9,10,No
23,Travel_Rarely,Sales,28,4,Life Sciences,1,Male,Laboratory Technician,1,Married,2521,3,No,24,1,3,0,1,1,7,0,8,No
25,Non-Travel,Research & Development,22,2,Life Sciences,4,Male,Laboratory Technician,2,Married,4510,5,No,10,2,5,2,4,0,6,3,4,Yes
27,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Female,Research Scientist,2,Married,2923,2,Yes,19,2,9,6,4,11,0,1,4,No
42,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,Research Scientist,2,Single,5484,5,No,18,3,23,2,4,3,0,3,2,No
48,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,Human Resources,4,Divorced,2622,2,Yes,24,2,27,1,1,14,8,2,6,No
55,Travel_Rarely,Research & Development,26,3,Other,1,Male,Sales Representative,2,Single,5796,2,No,18,2,37,4,1,5,0,0,1,No
33,Non-Travel,Sales,3,4,Other,1,Female,Laboratory Technician,1,Single,3959,5,No,12,3,13,6,3,3,2,7,6,No
45,Non-Travel,Human Resources,17,2,Life Sciences,4,Male,Sales Executive,1,Married,4950,3,Yes,16,2,26,5,1,10,8,7,7,No
32,Travel_Rarely,Sales,29,1,Medical,4,Female,Laboratory Technician,1,Married,3219,4,No,15,2,12,4,2,5,3,8,6,No
26,Travel_Rarely,Sales,16,2,Life Sciences,2,Female,Research Scientist,1,Divorced,3858,2,No,16,3,6,4,1,5,1,8,6,No
35,Travel_Rarely,Sales,9,4,Medical,1,Female,Laboratory Technician,3,Single,2707,4,Yes,23,1,15,0,1,14,9,2,4,No
43,Travel_Rarely,Research & Development,4,2,Technical Degree,2,Male,Human Resources,4,Divorced,4637,3,Yes,14,2,25,1,4,12,10,8,10,No
33,Travel_Frequently,Research & Development,3,2,Life Sciences,2,Male,Sales Executive,2,Single,10051,4,No,17,2,12,3,3,2,2,9,5,No
33,Travel_Rarely,Research & Development,9,1,Medical,2,Female,Sales Executive,3,Divorced,4687,1,No,20,3,11,0,2,15,9,1,6,No
24,Travel_Rarely,Human Resources,27,4,Technical Degree,3,Male,Sales Executive,4,Married,6060,0,No,22,2,4,2,4,9,3,0,6,No
30,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Male,Sales Executive,4,Married,5065,5,No,14,0,9,4,2,11,1,10,10,No
46,Travel_Rarely,Research & Development,16,4,Technical Degree,4,Female,Sales Executive,1,Single,3348,5,No,10,0,27,2,2,0,10,7,5,No
41,Travel_Rarely,Sales,11,4,Life Sciences,3,Male,Sales Executive,1,Single,3770,3,Yes,18,2,19,2,2,13,4,7,0,Yes
30,Travel_Rarely,Research & Development,19,3,Life Sciences,4,Female,Sales Executive,1,Divorced,5389,3,No,24,2,11,5,1,13,9,3,0,No
26,Travel_Rarely,Research & Development,9,1,Life Sciences,1,Male,Research Scientist,1,Single,2713,3,No,15,2,7,0,4,15,9,4,6,No
28,Travel_Rarely,Research & Development,10,2,Medical,2,Male,Human Resources,3,Married,8913,4,No,24,1,7,5,3,9,10,4,9,No
59,Travel_Rarely,Sales,24,1,Life Sciences,1,Male,Sales Representative,2,Divorced,11633,4,No,22,1,40,3,4,4,10,1,6,No
59,Travel_Frequently,Human Resources,12,4,Life Sciences,2,Female,Sales Representative,3,Single,4141,3,Yes,22,2,38,4,1,12,0,7,10,No
51,Non-Travel,Research & Development,15,4,Medical,3,Female,Laboratory Technician,3,Single,5670,3,No,21,0,29,1,2,0,6,8,6,No
20,Travel_Frequently,Human Resources,10,3,Medical,2,Female,Laboratory Technician,2,Divorced,3720,3,No,17,2,0,2,2,7,5,7,2,No
49,Travel_Rarely,Research & Development,16,3,Life Sciences,2,Male,Sales Executive,3,Single,5919,3,No,14,0,27,1,1,0,1,1,8,No
50,Travel_Rarely,Human Resources,28,1,Medical,3,Male,Research Scientist,2,Married,5072,3,No,12,0,32,6,2,8,2,3,10,No
19,Travel_Frequently,Research & Development,24,2,Life Sciences,2,Male,Laboratory Technician,3,Married,6694,5,No,20,3,0,5,3,14,6,0,9,No
29,Travel_Rarely,Research & Development,13,2,Life Sciences,2,Female,Research Scientist,4,Married,4988,1,No,16,1,8,1,4,5,9,2,8,No
37,Travel_Frequently,Human Resources,8,1,Life Sciences,3,Male,Sales Executive,4,Married,5040,5,No,10,0,15,5,4,0,3,8,0,No
28,Non-Travel,Research & Development,21,1,Medical,1,Male,Research Scientist,2,Single,7466,8,No,21,1,8,5,3,4,1,8,3,No
59,Non-Travel,Research & Development,16,2,Other,3,Male,Manager,1,Divorced,8654,4,No,12,3,37,5,1,6,9,4,7,No
25,Travel_Rarely,Sales,1,1,Medical,3,Female,Laboratory Technician,3,Married,6024,4,No,17,0,6,4,1,9,3,2,1,No
45,Travel_Rarely,Human Resources,27,1,Life Sciences,4,Female,Research Scientist,1,Married,2802,7,No,24,3,24,6,2,13,4,7,4,No
47,Travel_Rarely,Research & Development,6,4,Medical,1,Female,Manager,3,Married,10532,1,No,21,0,25,6,3,9,1,10,5,No
34,Travel_Rarely,Sales,11,3,Medical,1,Female,Sales Executive,2,Divorced,4386,3,No,25,0,13,1,3,10,5,9,4,No
51,Travel_Rarely,Human Resources,23,3,Medical,2,Male,Research Scientist,1,Single,5681,3,Yes,17,3,30,0,1,7,10,0,6,No
24,Travel_Rarely,Sales,17,3,Technical Degree,4,Male,Laboratory Technician,3,Married,6927,3,No,18,3,2,3,3,7,4,8,3,No
49,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,Laboratory Technician,2,Single,4152,3,No,21,1,29,6,2,4,8,3,1,No
31,Travel_Rarely,Research & Development,20,4,Life Sciences,3,Female,Research Scientist,3,Single,6333,2,No,16,3,13,5,4,9,9,8,10,No
24,Travel_Rarely,Research & Development,19,2,Other,2,Female,Manager,3,Married,3917,3,Yes,24,3,3,2,1,3,0,1,10,No
45,Travel_Rarely,Human Resources,11,4,Life Sciences,3,Female,Research Scientist,1,Divorced,3430,1,No,13,2,25,2,4,14,6,3,4,No
50,Travel_Rarely,Research & Development,1,4,Technical Degree,3,Male,Sales Executive,2,Married,6135,1,No,23,1,31,6,3,5,1,9,4,No
29,Travel_Rarely,Research & Development,14,4,Other,4,Male,Sales Executive,2,Divorced,8761,2,Yes,21,1,10,0,2,13,8,9,4,No
31,Travel_Frequently,Research & Development,28,3,Life Sciences,3,Female,Research Director,4,Married,2749,2,No,19,1,12,1,4,8,5,9,8,No
48,Travel_Rarely,Human Resources,19,3,Other,3,Male,Sales Executive,2,Divorced,5468,1,No,11,2,28,3,1,10,1,8,1,No
54,Travel_Rarely,Human Resources,5,4,Marketing,1,Male,Research Scientist,4,Married,15716,8,No,23,3,35,5,1,8,10,4,9,No
30,Travel_Rarely,Human Resources,15,4,Life Sciences,1,Female,Sales Executive,3,Married,7437,3,No,22,1,9,1,1,7,3,9,4,No
59,Travel_Rarely,Research & Development,7,1,Medical,2,Female,Sales Executive,3,Divorced,5012,3,No,21,1,38,2,2,15,4,4,8,No
55,Travel_Rarely,Sales,21,3,Life Sciences,3,Female,Sales Executive,3,Single,7008,7,No,25,2,35,4,3,0,2,4,6,No
55,Non-Travel,Research & Development,28,3,Medical,3,Male,Sales Executive,4,Married,3021,3,No,23,1,35,4,1,5,0,9,1,No
24,Travel_Rarely,Sales,8,2,Medical,1,Female,Research Scientist,2,Married,4888,4,No,23,1,6,0,4,7,3,7,9,No
57,Non-Travel,Research & Development,27,3,Medical,1,Male,Laboratory Technician,4,Single,4791,4,Yes,11,0,38,3,4,8,5,2,6,No
21,Non-Travel,Human Resources,28,3,Life Sciences,1,Female,Human Resources,2,Married,3035,3,Yes,17,0,0,1,4,3,8,6,6,No
36,Non-Travel,Sales,21,3,Life Sciences,3,Female,Sales Representative,3,Single,4222,3,No,14,0,18,3,3,6,9,0,1,Yes
57,Travel_Rarely,Research & Development,15,1,Life Sciences,2,Male,Sales Representative,3,Married,4764,4,No,15,1,39,0,4,0,6,9,6,Yes
27,Travel_Rarely,Human Resources,21,4,Life Sciences,3,Male,Research Scientist,3,Single,3236,2,No,23,3,8,4,1,5,4,1,7,No
30,Travel_Rarely,Research & Development,18,3,Technical Degree,2,Female,Research Scientist,1,Married,4262,5,Yes,20,1,11,6,2,7,9,2,3,No
48,Travel_Rarely,Research & Development,18,3,Marketing,2,Male,Sales Executive,3,Married,6133,0,No,12,1,27,1,1,8,9,8,5,No
29,Travel_Frequently,Human Resources,26,4,Technical Degree,4,Female,Laboratory Technician,1,Married,5571,5,No,22,1,11,5,1,5,2,6,7,No
49,Travel_Rarely,Research & Development,6,4,Life Sciences,3,Male,Sales Executive,1,Single,3986,6,Yes,20,3,30,0,1,3,3,3,8,No
45,Travel_Frequently,Sales,14,4,Technical Degree,1,Female,Research Scientist,4,Divorced,6014,2,No,19,1,27,2,4,3,4,7,5,No
42,Travel_Rarely,Human Resources,11,2,Life Sciences,4,Female,Sales Executive,2,Married,7464,3,Yes,19,1,23,1,4,13,6,0,4,No
28,Travel_Rarely,Research & Development,5,1,Life Sciences,2,Female,Sales Executive,2,Married,3657,2,No,17,2,10,0,4,12,6,1,6,No
18,Non-Travel,Research & Development,23,4,Marketing,1,Female,Sales Executive,1,Married,4388,5,No,21,3,0,0,4,2,9,7,6,No
29,Travel_Rarely,Sales,1,3,Life Sciences,3,Female,Human Resources,4,Married,10775,2,Yes,11,2,11,6,1,15,4,10,4,No
54,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Female,Research Scientist,2,Married,6074,3,No,22,1,35,5,3,12,0,9,6,No
30,Travel_Rarely,Sales,19,1,Life Sciences,2,Male,Sales Executive,2,Married,5602,6,No,14,3,9,3,1,3,0,2,4,No
59,Travel_Rarely,Research & Development,16,4,Other,2,Female,Research Scientist,3,Married,3501,2,No,21,0,41,1,2,6,9,3,5,No
18,Travel_Frequently,Sales,27,4,Life Sciences,1,Female,Sales Executive,2,Married,5507,2,No,18,2,0,1,1,9,1,0,4,Yes
18,Travel_Rarely,Sales,5,3,Other,3,Female,Sales Representative,3,Divorced,2852,4,No,25,1,0,4,2,3,4,9,8,No
33,Travel_Frequently,Sales,19,4,Medical,4,Male,Laboratory Technician,1,Married,5960,1,No,11,1,15,6,2,4,2,4,0,No
34,Travel_Rarely,Research & Development,6,2,Life Sciences,4,Female,Research Scientist,3,Married,1400,2,No,10,3,12,5,1,2,7,10,6,Yes
43,Travel_Frequently,Research & Development,4,3,Medical,2,Male,Sales Representative,4,Single,11250,1,Yes,20,0,21,3,1,7,8,1,9,No
56,Non-Travel,Research & Development,18,2,Marketing,2,Male,Sales Representative,1,Married,11451,2,No,18,3,34,4,3,7,3,6,4,No
33,Travel_Rarely,Research & Development,20,2,Other,3,Female,Laboratory Technician,4,Divorced,5158,3,Yes,19,1,15,4,2,6,10,6,1,Yes
39,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Male,Sales Executive,3,Divorced,3104,0,Yes,19,3,19,2,3,14,10,0,3,No
52,Non-Travel,Research & Development,15,3,Other,2,Male,Laboratory Technician,1,Single,5890,2,No,14,1,32,3,1,11,5,3,0,No
48,Travel_Rarely,Sales,18,2,Other,1,Male,Laboratory Technician,2,Single,7574,4,Yes,25,3,29,5,3,11,0,1,5,No
23,Travel_Rarely,Sales,7,3,Life Sciences,3,Female,Sales Executive,2,Married,4188,4,No,19,1,5,3,4,14,2,10,3,No
19,Travel_Frequently,Research & Development,21,1,Technical Degree,4,Male,Human Resources,4,Married,1904,2,No,23,3,0,5,1,0,9,7,3,No
47,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Female,Sales Executive,3,Married,5538,4,Yes,15,1,27,5,3,0,1,5,4,No
26,Travel_Rarely,Human Resources,9,2,Medical,1,Male,Manufacturing Director,1,Married,2562,2,Yes,10,2,7,1,4,8,4,0,7,No
19,Travel_Frequently,Research & Development,9,1,Medical,3,Female,Sales Executive,3,Married,6705,6,Yes,11,3,0,2,3,0,3,10,2,No
47,Non-Travel,Human Resources,10,2,Life Sciences,2,Male,Sales Representative,1,Divorced,4194,5,No,14,2,28,0,4,3,2,9,7,No
52,Non-Travel,Research & Development,25,1,Medical,3,Female,Human Resources,4,Married,4568,2,No,21,3,31,4,2,6,4,6,3,No
49,Non-Travel,Sales,26,4,Life Sciences,4,Female,Sales Representative,1,Single,6081,4,No,25,1,29,4,3,11,0,10,0,No
59,Travel_Rarely,Sales,1,3,Other,2,Male,Laboratory Technician,3,Married,3161,5,No,10,0,40,2,2,14,0,3,3,No
32,Travel_Rarely,Human Resources,3,2,Life Sciences,2,Male,Manager,1,Married,2863,1,No,15,0,14,5,1,10,1,6,2,No
42,Travel_Rarely,Research & Development,28,4,Medical,4,Female,Research Director,3,Single,4217,4,No,10,0,20,5,1,0,10,6,5,No
51,Non-Travel,Sales,15,4,Human Resources,2,Female,Sales Executive,1,Married,6248,3,No,11,1,33,2,2,2,0,10,5,No
43,Travel_Rarely,Sales,5,1,Medical,4,Male,Research Scientist,2,Married,7550,1,No,22,3,25,2,2,4,5,2,1,No
41,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,Sales Executive,2,Married,4233,4,Yes,13,2,20,6,4,9,5,7,10,No
27,Travel_Frequently,Sales,22,2,Life Sciences,2,Male,Sales Representative,2,Single,4014,4,No,18,0,6,3,1,4,1,4,5,No
32,Travel_Frequently,Sales,20,1,Life Sciences,4,Male,Sales Executive,3,Married,1823,3,Yes,19,3,11,4,1,5,1,2,7,No
42,Non-Travel,Sales,24,4,Technical Degree,4,Female,Sales Executive,4,Married,5869,1,No,10,1,24,0,3,5,8,6,1,No
19,Non-Travel,Sales,25,3,Medical,1,Male,Manufacturing Director,2,Single,2215,2,Yes,24,2,0,0,2,12,5,3,0,No
50,Travel_Rarely,Research & Development,18,2,Life Sciences,2,Male,Laboratory Technician,3,Single,7853,3,Yes,16,1,32,2,1,15,2,4,10,No
53,Travel_Rarely,Sales,24,3,Medical,3,Female,Manufacturing Director,2,Single,4967,1,No,15,2,35,5,4,0,4,3,0,No
34,Travel_Rarely,Sales,12,4,Life Sciences,4,Male,Research Scientist,4,Married,8548,2,No,22,2,15,6,3,13,8,10,8,No
21,Travel_Rarely,Sales,10,3,Medical,1,Male,Manager,1,Divorced,1754,6,No,16,1,0,1,1,12,4,8,6,No
39,Travel_Rarely,Research & Development,22,3,Technical Degree,4,Female,Healthcare Representative,1,Single,7676,0,No,23,0,21,3,2,7,8,9,6,No
58,Travel_Frequently,Research & Development,7,1,Medical,1,Male,Sales Representative,1,Single,5507,4,No,10,2,38,0,2,11,1,5,10,No
28,Travel_Rarely,Research & Development,5,2,Medical,3,Female,Sales Executive,2,Single,4126,2,No,12,2,7,5,1,2,1,7,10,No
36,Travel_Rarely,Research & Development,27,1,Life Sciences,2,Female,Sales Executive,4,Married,3925,3,Yes,14,0,17,3,4,3,9,1,1,No
40,Travel_Rarely,Sales,27,2,Marketing,4,Male,Sales Representative,3,Single,8831,2,Yes,10,0,20,5,1,0,8,6,7,No
56,Travel_Rarely,Sales,21,1,Life Sciences,3,Male,Manager,1,Single,2526,7,Yes,23,0,34,4,3,1,3,0,9,No
50,Travel_Rarely,Sales,14,1,Life Sciences,4,Male,Research Scientist,4,Divorced,3074,3,No,22,3,30,1,3,4,3,6,5,No
21,Travel_Rarely,Research & Development,16,4,Life Sciences,4,Female,Manager,3,Single,8318,3,No,22,0,0,3,1,13,3,9,10,No
34,Non-Travel,Human Resources,14,2,Technical Degree,3,Female,Sales Executive,1,Single,4451,2,No,12,2,13,4,3,0,5,0,5,No
35,Travel_Rarely,Research & Development,8,3,Medical,4,Male,Research Scientist,1,Single,10499,5,No,13,2,16,5,3,1,9,1,6,No
56,Travel_Rarely,Sales,28,3,Medical,3,Male,Sales Executive,4,Married,2979,2,No,17,3,34,4,1,14,0,5,5,No
34,Travel_Rarely,Research & Development,3,3,Other,4,Female,Research Director,4,Single,7074,3,No,22,2,15,5,4,1,5,2,2,No
25,Non-Travel,Sales,6,3,Human Resources,4,Male,Healthcare Representative,2,Single,4714,3,No,12,3,6,2,3,4,0,7,6,No
39,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,Sales Executive,1,Married,7229,5,Yes,11,3,20,6,4,2,5,8,1,No
33,Travel_Rarely,Research & Development,18,2,Medical,2,Male,Laboratory Technician,1,Married,4121,2,No,13,0,15,5,3,6,2,4,10,No
26,Travel_Frequently,Research & Development,4,2,Other,1,Male,Laboratory Technician,3,Married,7405,6,No,16,0,5,4,1,6,5,8,5,No
23,Travel_Rarely,Human Resources,19,1,Life Sciences,4,Female,Laboratory Technician,3,Married,5048,2,No,21,2,4,6,3,0,8,7,5,No
44,Non-Travel,Research & Development,1,1,Medical,3,Female,Sales Executive,4,Married,5589,3,Yes,24,0,24,5,4,5,4,3,2,No
45,Travel_Rarely,Research & Development,12,3,Medical,2,Male,Sales Executive,4,Single,5201,1,Yes,15,3,23,3,2,11,6,1,4,No
29,Travel_Frequently,Sales,18,1,Medical,1,Female,Sales Executive,2,Married,9611,3,No,23,3,8,6,4,6,2,8,6,No
36,Travel_Frequently,Research & Development,16,2,Life Sciences,4,Male,Research Scientist,1,Married,5245,3,No,11,2,14,4,3,0,3,9,9,No
19,Travel_Rarely,Sales,8,2,Medical,3,Male,Sales Executive,4,Married,7205,2,Yes,11,1,0,0,1,3,9,9,5,No
41,Travel_Frequently,Sales,28,3,Medical,4,Female,Laboratory Technician,1,Single,3504,5,No,20,3,23,1,4,9,1,5,10,No
41,Non-Travel,Research & Development,2,1,Medical,1,Female,Sales Representative,1,Single,5116,3,No,14,2,19,5,3,8,5,10,5,No
34,Non-Travel,Research & Development,5,3,Life Sciences,2,Male,Sales Executive,3,Single,5109,2,No,11,3,12,3,2,5,5,9,6,No
49,Non-Travel,Research & Development,10,1,Technical Degree,4,Male,Sales Executive,1,Single,8435,4,Yes,25,0,27,0,1,3,5,5,9,No
25,Non-Travel,Sales,27,3,Human Resources,3,Male,Laboratory Technician,3,Single,4337,3,No,15,1,6,1,4,9,9,4,5,No
18,Non-Travel,Sales,12,3,Medical,1,Female,Laboratory Technician,4,Single,6122,2,Yes,20,3,0,4,1,14,9,10,4,No
59,Travel_Frequently,Research & Development,3,1,Medical,4,Male,Sales Executive,3,Single,2660,1,Yes,22,3,40,6,4,2,10,9,3,No
41,Travel_Rarely,Sales,11,1,Medical,2,Male,Laboratory Technician,3,Married,6118,1,No,21,2,23,4,4,4,0,6,0,No
18,Travel_Rarely,Research & Development,28,4,Medical,4,Male,Manager,2,Divorced,4371,2,No,20,1,0,4,4,2,5,6,10,No
51,Travel_Frequently,Sales,20,1,Medical,1,Female,Sales Representative,3,Married,8391,3,No,25,0,32,5,4,9,8,1,0,No
42,Non-Travel,Sales,8,1,Life Sciences,4,Female,Laboratory Technician,4,Single,5956,7,Yes,18,1,21,1,2,5,4,10,2,No
55,Non-Travel,Sales,28,4,Life Sciences,2,Male,Laboratory Technician,1,Married,3409,2,No,21,3,36,1,4,10,7,8,4,No
45,Travel_Rarely,Sales,15,4,Life Sciences,1,Male,Human Resources,4,Married,4510,1,Yes,12,1,25,5,4,13,0,8,3,No
33,Non-Travel,Research & Development,10,1,Technical Degree,3,Male,Research Scientist,3,Married,12607,3,No,12,2,11,3,1,11,1,0,0,No
59,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,Laboratory Technician,2,Single,2707,3,No,17,1,37,0,4,5,0,6,9,Yes
45,Travel_Rarely,Sales,17,3,Life Sciences,3,Female,Laboratory Technician,2,Single,6066,2,No,24,2,26,1,4,4,4,6,6,No
21,Non-Travel,Sales,28,2,Marketing,4,Male,Human Resources,2,Divorced,3471,8,Yes,17,3,3,5,1,7,1,1,8,No
33,Non-Travel,Sales,11,3,Medical,2,Female,Laboratory Technician,2,Single,8627,5,No,15,1,15,1,2,4,9,5,5,No
41,Travel_Frequently,Research & Development,17,2,Human Resources,3,Male,Laboratory Technician,2,Married,3048,2,No,10,2,19,3,2,3,10,0,9,No
41,Travel_Rarely,Research & Development,23,3,Medical,4,Male,Sales Executive,2,Married,3277,1,No,11,1,20,4,2,14,9,7,7,No
53,Travel_Rarely,Human Resources,13,1,Medical,4,Female,Manufacturing Director,4,Married,3926,0,Yes,21,1,31,4,2,9,9,5,5,No
49,Travel_Frequently,Research & Development,2,1,Medical,4,Male,Manager,4,Married,11008,2,No,14,0,28,1,1,12,10,3,1,No
26,Travel_Rarely,Research & Development,28,4,Other,2,Male,Sales Executive,2,Single,4614,4,No,25,0,7,5,4,6,7,7,3,No
49,Travel_Rarely,Sales,29,3,Life Sciences,1,Female,Sales Executive,2,Married,2595,4,Yes,25,2,27,3,2,8,2,0,8,No
35,Travel_Rarely,Sales,14,1,Life Sciences,3,Female,Human Resources,4,Single,2506,5,Yes,24,1,17,3,3,12,6,2,6,No
41,Travel_Rarely,Sales,2,3,Life Sciences,4,Female,Sales Executive,3,Single,4328,4,No,25,2,19,1,1,5,6,7,0,No
22,Travel_Rarely,Research & Development,13,2,Medical,1,Female,Sales Representative,2,Single,4170,5,No,15,2,4,1,3,10,10,6,10,No
53,Non-Travel,Research & Development,24,4,Technical Degree,3,Female,Sales Executive,3,Married,4815,8,No,21,0,35,0,1,9,6,0,6,No
30,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,Human Resources,4,Married,5749,3,No,19,2,9,2,3,11,10,3,9,No
47,Travel_Rarely,Sales,12,1,Life Sciences,3,Male,Laboratory Technician,4,Divorced,9887,2,No,19,1,27,5,2,4,10,6,2,No
28,Travel_Rarely,Research & Development,24,4,Technical Degree,2,Male,Laboratory Technician,1,Single,4124,1,No,22,0,10,6,4,11,3,7,0,No
54,Travel_Rarely,Sales,13,2,Life Sciences,3,Male,Sales Executive,2,Single,8067,2,No,24,3,35,1,4,15,3,3,9,No
57,Travel_Rarely,Research & Development,13,2,Medical,4,Male,Sales Executive,1,Married,4467,2,No,18,1,37,4,2,2,2,5,0,No
53,Travel_Frequently,Human Resources,17,2,Life Sciences,2,Male,Sales Representative,2,Single,3956,3,No,13,0,35,0,3,14,8,4,0,No
